StudentID,Year,Bi Std,Bi Teacher,Bi ATL,Bi Compl. Of Work,Bi Sub Achievement,BM Std,BM Teacher,BM ATL,BM Compl. Of Work,BM Sub Achievement,Ch Std,Ch Teacher,Ch ATL,Ch Compl. Of Work,Ch Sub Achievement,Cab Std,Cab Teacher,Cab ATL,Cab Compl. Of Work,Cab Sub Achievement,CB Std,CB Teacher,CB ATL,CB Compl. Of Work,CB Sub Achievement,CL Std,CLL Teacher,CLL ATL,CLL Compl. Of Work,CLL Sub Achievement,EC Std,EC Teacher,EC ATL,EC Compl. Of Work,EC Sub Achievement,EB Std,EB Teacher,EB ATL,EB Compl. Of Work,EB Sub Achievement,EL Std,EL Teacher,EL ATL,EL Compl. Of Work,EL Sub Achievement,FB Std,FB Teacher,FB ATL,FB Compl. Of Work,FB Sub Achievement,Ge Std,Ge Teacher,Ge ATL,Ge Compl. Of Work,Ge Sub Achievement,Hi Std,Hi Teacher,Hi ATL,Hi Compl. Of Work,Hi Sub Achievement,JLi Std,JLi Teacher,JLi ATL,JLi Compl. Of Work,JLi Sub Achievement,KLi Std,KLi Teacher,KLi ATL,KLi Compl. Of Work,KLi Sub Achievement,MS Std,MS Teacher,MS ATL,MS Compl. Of Work,MS Sub Achievement,Ma Std,Ma Teacher,Ma ATL,Ma Compl. Of Work,Ma Sub Achievement,Predicted Grade,Actual Grade,Scaled Total,Mu Std,Mu Teacher,Mu ATL,Mu Compl. Of Work,Mu Sub Achievement,Ph Std,Ph Teacher,Ph ATL,Ph Compl. Of Work,Ph Sub Achievement,Ps Std,Ps Teacher,Ps ATL,Ps Compl. Of Work,Ps Sub Achievement,Sab Std,Sab Teacher,Sab ATL,Sab Compl. Of Work,Sab Sub Achievement,SB Std,SB Teacher,SB ATL,SB Compl. Of Work,SB Sub Achievement,SEHS Std,SEHS Teacher,SEHS ATL,SEHS Compl. Of Work,SEHS Sub Achievement,TB Std,TB Teacher,TB ATL,TB Compl. Of Work,TB Sub Achievement,Th Std,Th Teacher,Th ATL,Th Compl. Of Work,Th Sub Achievement,Tok Std,Tok Teacher,Tok ATL,Tok Compl. Of Work,Tok Sub Achievement,ToC Std,ToC Teacher,ToC ATL,ToC Compl. Of Work,ToC Sub Achievement,Var Std,Var Teacher,Var ATL,Var Compl. Of Work,Var Sub Achievement
1.03E+11,2018,,,,,,,,,,,SL,HTo,6,6,4,,,,,,,,,,,SL,CWe,7,7,6,HL,RSi,7,7,6,HL,RRs,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,7,7,5,6,6,69,,,,,,SL,TGe,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,5,,,,,
1.51E+11,2018,,,,,,,,,,,HL,GLi,6,5,5,,,,,,,,,,,,,,,,SL,RSi,4,4,4,HL,RRs,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,OEj,6,6,6,,,,,,HL,JTo,7,7,5,5,5,61,,,,,,SL,TGe,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,5,5,5,,,,,,,,,,
1.42E+11,2018,SL,RGo,7,6,6,,,,,,HL,GLi,5,5,5,,,,,,,,,,,SL,CWe,5,5,6,SL,NCh,5,5,5,HL,TRo,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,6,6,5,4,5,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,7,6,6,,,,,,,,,,
1.42E+11,2018,,,,,,,,,,,HL,JTe,4,4,3,,,,,,,,,,,,,,,,HL,RSi,4,4,4,,,,,,SL,LLa,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,JTo,6,6,4,5,5,64,,,,,,SL,TGe,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,5,5,5,,,,,,,,,,
1.02E+11,2018,,,,,,,,,,,,,,,,,,,,,HL,CWe,7,6,6,,,,,,,,,,,,,,,,HL,PTh,6,6,6,,,,,,SL,PBa,5,5,5,HL,CTa,5,5,6,,,,,,,,,,,,,,,,SL,FBe,6,6,4,5,5,69,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GSm,7,-,6,,,,,,,,,,,,JTo,7,7,7,,,,,,,,,,
1.21E+11,2018,,,,,,,,,,,HL,GLi,7,7,7,,,,,,,,,,,,,,,,SL,RSi,6,5,5,,,,,,SL,LLa,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,7,7,7,7,7,83,,,,,,HL,KKo,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,7,7,6,,,,,,,,,,
1.15E+11,2018,HL,IPa,7,7,6,,,,,,HL,GLi,6,7,6,,,,,,,,,,,,,,,,SL,RSi,7,7,5,,,,,,SL,EZa,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,6,7,6,6,5,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTa,7,7,6,,,,,,,,,,
1.14E+11,2018,,,,,,SL,JMa,3,3,3,SL,HTo,4,2,3,,,,,,HL,CWe,5,5,6,,,,,,,,,,,,,,,,HL,KHo,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,3,2,3,5,3,41,,,,,,,,,,,HL,SDa,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,5,7,5,,,,,,,,,,
1.54E+11,2018,SL,RGo,5,5,4,HL,JMa,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MHo,5,6,5,,,,,,HL,PBa,4,4,4,,,,,,SL,AYo,6,5,5,,,,,,SL,CLe,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,5,4,4,,,,,,,,,,
1.03E+11,2018,HL,IPa,7,7,6,HL,JMa,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,HBa,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,7,7,6,7,7,85,,,,,,,,,,,HL,SDa,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,7,6,6,,,,,,,,,,
1.02E+11,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,CTH,5,5,5,,,,,,HL,KHo,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GTu,6,6,5,5,5,70,,,,,,SL,MSr,5,5,4,HL,SDa,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,6,7,5,,,,,,,,,,
1.01E+11,2018,SL,RGo,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,SL,RSi,6,6,5,,,,,,HL,MHo,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,4,4,4,5,3,38,,,,,,HL,HWK,5,4,3,,,,,,SL,Cal,4,4,4,,,,,,,,,,,,,,,,,,,,,,PTa,7,6,5,,,,,,,,,,
1.04E+11,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,PTh,5,5,5,,,,,,HL,PBa,5,5,5,,,,,,,,,,,,,,,,,,,,,SL,LLP,6,6,4,5,4,54,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GSm,6,-,5,,,,,,,,,,,,RMo,6,7,6,,,,,,HL,PTa,7,7,6
1.11E+11,2018,HL,SSh,7,7,7,,,,,,HL,SOn,7,7,6,,,,,,,,,,,SL,CWe,7,7,7,SL,RSi,7,7,6,HL,TRo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,7,7,7,7,7,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,6,6,6,,,,,,,,,,
1.43E+11,2018,HL,SSh,6,6,6,,,,,,HL,JTe,6,6,4,,,,,,,,,,,,,,,,SL,RSi,6,6,5,,,,,,SL,EZa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,6,6,4,6,4,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTa,7,7,6,,,,,,,,,,
1.00E+11,2018,SL,RGo,7,6,6,,,,,,HL,GLi,7,7,6,,,,,,,,,,,SL,CWe,7,7,6,SL,RSi,7,7,6,HL,CBo,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,7,7,6,7,6,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,5,,,,,
1.14E+11,2018,HL,IPa,7,7,6,HL,AHi,7,6,6,SL,HTo,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MHo,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FBe,7,7,7,7,6,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,6,6,6,,,,,,,,,,
1.01E+11,2018,SL,RGo,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,HL,CTH,7,7,7,,,,,,HL,MHo,7,7,7,,,,,,,,,,,HL,CTa,7,7,7,,,,,,,,,,,,,,,,SL,FBe,7,7,6,7,6,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,7,7,6,,,,,,,,,,
1.52E+11,2018,HL,SSh,7,6,6,HL,AHi,6,6,5,HL,GLi,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLa,6,6,5,SL,CRo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,SL,TSS,6,6,5,5,6,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,6,6,6,,,,,,,,,,
1.32E+11,2018,,,,,,HL,AHi,7,7,7,HL,SOn,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,SL,EZa,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RCh,6,6,6,6,6,80,,,,,,SL,MSr,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,6,6,6,,,,,,,,,,
1.51E+11,2018,HL,IPa,7,7,6,,,,,,HL,SOn,6,7,6,,,,,,,,,,,,,,,,SL,RSi,7,7,6,,,,,,HL,MHo,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FBe,7,7,7,7,6,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,6,6,6,,,,,,,,,,
1.05E+11,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,CTH,5,5,5,,,,,,HL,PTh,5,6,6,,,,,,,,,,,HL,CTa,5,5,5,,,,,,,,,,,,,,,,SL,CNa,5,5,4,5,4,56,,,,,,SL,MSr,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,6,7,5,,,,,,,,,,
1.23E+11,2018,HL,IPa,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,4,4,4,,,,,,HL,MHo,5,5,5,,,,,,,,,,,,,,,,SL,AYo,6,5,6,,,,,,,,,,,SL,FBe,6,5,5,5,5,68,,,,,,,,,,,SL,SDa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,6,6,6,,,,,,,,,,
1.65E+11,2018,,,,,,,,,,,HL,SOn,6,7,7,,,,,,,,,,,,,,,,SL,RSi,7,7,6,,,,,,SL,LLa,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,7,7,7,7,7,83,,,,,,HL,HWK,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRL,7,7,7,,,,,,,,,,
1.66E+11,2018,,,,,,HL,AHi,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MHo,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FBe,6,6,5,7,7,85,,,,,,SL,TGe,5,5,4,,,,,,,,,,,,,,,,HL,MPa,7,-,7,,,,,,,,,,,,CCh,4,4,4,,,,,,,,,,
1.11E+11,2018,,,,,,HL,JMa,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,EZa,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,6,6,4,4,4,47,,,,,,SL,MSr,5,5,4,HL,SDa,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,6,7,5,,,,,,,,,,
1.51E+11,2018,,,,,,,,,,,SL,HTo,5,6,5,,,,,,,,,,,,,,,,HL,CTH,7,6,6,,,,,,HL,KHo,7,7,5,,,,,,,,,,,HL,CTa,6,6,6,,,,,,,,,,,,,,,,SL,GTu,7,7,5,5,5,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,7,7,6,,,,,,,,,,
1.62E+11,2018,,,,,,,,,,,SL,HTo,5,6,5,,,,,,,,,,,HL,CHY,7,6,5,SL,CTH,7,7,7,HL,RRs,6,6,5,,,,,,,,,,,,,,,,SL,TSH,6,6,4,,,,,,,,,,,,,,,,HL,BGe,7,6,5,5,6,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,5,6,5,,,,,
95912705547,2018,,,,,,SL,PNg,6,6,6,SL,HTo,6,6,6,,,,,,,,,,,SL,CWe,7,7,6,,,,,,HL,RRs,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,7,7,7,7,7,84,,,,,,HL,KKo,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,5,,,,,
1.45E+11,2018,SL,RGo,5,5,4,HL,AHi,5,5,4,SL,HTo,5,5,3,,,,,,,,,,,HL,CHY,7,6,6,,,,,,HL,RRs,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,LLP,6,5,4,5,4,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,5,,,,,
1.71E+11,2018,,,,,,,,,,,SL,HTo,7,7,6,,,,,,,,,,,SL,CWe,7,7,6,HL,RSi,7,7,7,HL,CBo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,7,7,7,7,7,82,,,,,,SL,MSr,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,7,7,6,,,,,,,,,,
1.21E+11,2018,,,,,,SL,PNg,6,6,6,HL,SOn,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MHo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FBe,7,7,6,7,5,70,,,,,,HL,HWK,7,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCh,7,7,6,,,,,,,,,,
95717705547,2018,,,,,,,,,,,,,,,,,,,,,SL,KLK,6,5,6,,,,,,HL,CTH,4,4,5,,,,,,HL,MHo,5,5,4,,,,,,HL,PBa,4,4,3,,,,,,,,,,,,,,,,,,,,,SL,FBe,6,6,4,5,4,51,,,,,,SL,MSr,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,6,7,5,,,,,,,,,,
1.02E+11,2018,,,,,,,,,,,HL,SOn,6,7,5,,,,,,,,,,,SL,CWe,6,6,6,,,,,,HL,TRo,5,6,6,,,,,,,,,,,SL,PBa,6,6,6,,,,,,,,,,,,,,,,,,,,,HL,BGe,7,6,6,5,5,57,,,,,,SL,MSr,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,5,7,5,,,,,,,,,,
1.42E+11,2018,,,,,,HL,AHi,6,5,5,HL,GLi,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MHo,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,5,4,3,3,4,53,,,,,,SL,MSr,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMo,6,7,6,,,,,,,,,,
1.33E+11,2018,,,,,,,,,,,SL,HTo,5,5,5,,,,,,,,,,,SL,CWe,7,7,6,,,,,,HL,RRs,6,5,4,,,,,,,,,,,SL,PBa,6,6,5,,,,,,,,,,,,,,,,,,,,,HL,BGe,6,6,5,6,5,65,,,,,,HL,HWK,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,5,,,,,
1.51E+11,2018,,,,,,HL,AHi,6,5,5,HL,JTe,4,4,3,,,,,,,,,,,SL,CWe,7,7,6,,,,,,HL,RRs,5,5,5,,,,,,,,,,,SL,PBa,4,4,4,,,,,,,,,,,,,,,,,,,,,SL,FBe,6,6,4,5,5,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,5,,,,,
1.55E+11,2018,,,,,,,,,,,SL,HTo,6,6,5,,,,,,,,,,,SL,CWe,7,7,6,HL,RSi,7,7,6,HL,RRs,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,7,7,6,6,6,67,,,,,,SL,TGe,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,6,,,,,
1.46E+11,2018,SL,RGo,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,HL,RSi,6,6,5,HL,RRs,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,GGo,7,7,6,7,6,74,,,,,,SL,MSr,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,5,,,,,
1.32E+11,2018,HL,IPa,7,7,7,HL,AHi,7,7,7,HL,SOn,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,SL,EZa,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FBe,7,7,7,7,7,86,,,,,,,,,,,,,,,,,,,,,SL,OPo,5,5,5,,,,,,,,,,,,,,,,,CCh,6,6,6,,,,,,,,,,
1.43E+11,2018,,,,,,HL,AHi,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,KHo,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,FBe,6,6,4,5,5,63,,,,,,,,,,,SL,SDa,6,6,6,,,,,,,,,,,HL,MPa,5,-,5,,,,,,,,,,,,JTo,5,5,5,,,,,,,,,,
1.52E+11,2018,,,,,,,,,,,HL,GLi,7,7,6,,,,,,,,,,,SL,ZJi,7,7,7,SL,RSi,7,7,7,HL,TRo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,7,7,7,7,6,72,,,,,,SL,MSr,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,7,7,6,,,,,
1.54E+11,2018,HL,SSh,7,6,5,HL,PNg,6,6,5,HL,GLi,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,SL,HBa,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,GTu,7,7,6,6,6,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRo,6,6,5,,,,,,,,,,
1.01E+11,2018,,,,,,,,,,,SL,HTo,6,6,6,,,,,,,,,,,,,,,,HL,CTH,7,7,6,,,,,,SL,EZa,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,7,6,6,6,6,80,,,,,,HL,KKo,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTo,5,6,6,,,,,,,,,,
1.53E+11,2018,,,,,,,,,,,HL,SOn,5,5,4,,,,,,,,,,,,,,,,HL,CTH,5,5,5,,,,,,SL,EZa,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SL,CNa,4,4,5,5,5,66,,,,,,,,,,,,,,,,,,,,,,,,,,HL,MPa,5,-,6,,,,,,,,,,,,RMo,6,7,5,,,,,,,,,,
1.46E+11,2018,,,,,,,,,,,SL,HTo,6,6,5,,,,,,,,,,,SL,CWe,7,7,7,SL,RSi,5,5,5,HL,RRs,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,7,7,6,6,6,77,,,,,,HL,KKo,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,6,,,,,
1.41E+11,2018,,,,,,,,,,,SL,HTo,5,6,3,,,,,,,,,,,,,,,,SL,RSi,4,4,4,HL,TRo,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HL,BGe,6,6,5,5,6,67,,,,,,HL,HWK,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACY,6,6,5,,,,,
